rand,setID,id,collection,dc.audience,dc.contributor,dc.contributor.advisor,dc.contributor.editor,dc.contributor.sponsor,dc.creator,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.updated,dc.description.abstract[en],dc.description.sponsorship[en],dc.description.tableofcontents[en],dc.description[en],dc.format.extent[en],dc.format.medium[en],dc.format.mimetype,dc.identifier.citation[en],dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.other,dc.identifier.uri,dc.identifier.url,dc.language.iso,dc.provenance,dc.publisher,dc.relation.ispartof[en],dc.relation.ispartofseries,dc.relation.ispartofseries[en],dc.relation.uri[en],dc.rights.requestable[en],dc.rights.uri,dc.rights[en],dc.subject.lcsh[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type[en],local.department[en],local.embargo.lift,local.embargo.terms,,Verbs,Relevance,ActivityType
4,100,2af2e826-bf8a-4245-b77e-1be84f719a77,1969.1/93296,,,,,,"Rostovtsev, Y. V.||Matsko, A. B.||Nayak, N.||Zubairy, M. Suhail||Scully, Marlan O.",2011-09-08T21:36:07Z,2011-09-08T21:36:07Z,,2003,,"We show that it is possible to improve the efficiency of a classical Otto-cycle heat engine by adding a high-Q microwave cavity and a laser system that can extract coherent laser energy from thermally excited ""exhaust"" atoms. This improvement does not violate the second law of thermodynamics, i.e., we show that a combined high-Q microwave cavity and a laser system does not improve the efficiency of a classical Carnot-cycle heat engine.",,,,,,,"Y. V. Rostovtsev, A. B. Matsko, N. Nayak, M. Suhail Zubairy and Marlan O. Scully. Phys.Rev.A 67 053811 2003. ""Copyright (2003) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevA.67.053811||http://hdl.handle.net/1969.1/126565,,en,,American Physical Society,,,,,,,,,SINGLE THERMAL BATH||INVERSION||AMPLIFICATION||WORK||Optics||Physics,,Improving engine efficiency by extracting laser energy from hot exhaust gas RID A-1272-2007,Article,Physics and Astronomy,,,,,,Applied
4,298,0a1bdcaf-f132-4c77-847c-d3884bd22d5a,1969.1/93296,,,,,,"Blackmon, JC||Carstoiu, F.||Trache, L.||Bardayan, DW||Brune, CR||Gagliardi, Carl A.||Greife, U.||Gross, CJ||Jewett, CC||Kozub, R. L.||Lewis, TA||Liang, JF||Moazen, BH||Mukhamedzhanov, AM||Nesaraja, CD||Nunes, FM||Parker, PD||Sahin, L.||Scott, JP||Shapira, D.||Smith, MS||Thomas, JS||Tribble, Robert E.",2011-09-13T21:25:56Z,2011-09-13T21:25:56Z,,2005,,"Precision data have been obtained for the elastic scattering of F-17 on C-12 and N-14 at 10 MeV/nucleon to clarify the reaction mechanism for loosely bound nuclei at low energies and to assess the validity of a double-folding procedure to predict optical model potentials for use in indirect methods for nuclear astrophysics. The double-folding procedure incorporates density and energy-dependent effective nucleon-nucleon interactions with realistic densities consistent with experimentally determined asymptotic normalization coefficients. The derived potentials provide an excellent description of the data and point to a complete dominance of absorption at the barrier. A semiclassical analysis in terms of multireflection barrier-internal barrier series expansion of the scattering amplitude shows that only the barrier component survives in the scattering process, pointing to the peripheral character of the reactions.",,,,,,,"JC Blackmon, F. Carstoiu, L. Trache, DW Bardayan, CR Brune, Carl A. Gagliardi, U. Greife, CJ Gross, CC Jewett, R. L. Kozub, TA Lewis, JF Liang, BH Moazen, A. M. Mukhamedzhanov, CD Nesaraja, F. M. Nunes, PD Parker, L. Sahin, JP Scott, D. Shapira, MS Smith, JS Thomas and Robert E. Tribble. Phys.Rev.C 72 034606 2005. ""Copyright (2005) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevC.72.034606||http://hdl.handle.net/1969.1/126995,,en,,American Physical Society,,,,,,,,,REACTION CROSS-SECTIONS||RAINBOWS||BARRIER||RADII||STATE||Physics,,Elastic scattering of the proton drip-line nucleus F-17,Article,Physics and Astronomy,,,,,,Applied
4,532,19ad4c36-7b5a-4d98-8bea-d71e10939fef,1969.1/93296,,,,,,"Chakraborty, S.||Mukherjee, GD||Rathnayaka, KDD||Naugle, Donald G.||Majumdar, AK.",2012-09-19T20:00:40Z,2012-09-19T20:00:40Z,,2000,,"Detailed studies of the temperature dependence of the spontaneous magnetization have been made in eight different compositions of gamma-Ni100-x-yFexVy (4 less than or equal to x less than or equal to 17; 2 less than or equal to y less than or equal to 18) alloys at a magnetic field of 30 kOe between 4.2 and 50 K. The values of the Curie temperature (Tc) and the saturation magnetization (Mo) an found to decrease with the increase of V. This is understood since the addition of V (which is antiferromagnetic) suppresses the ferromagnetic order in the NiFe binary alloys. The magnetization of the alloys with low V (y less than or equal to 11 at. %) has shown a good fit to only the spin-wave T-3/2 term whereas the data for the high V (gamma greater than or equal to 12 at. %) alloys require an additional Stoner T-2 term (for weak itinerant ferromagnets). This indicates that the addition of more V gives the alloys a weak itinerant electron character. The range of temperature of the above analysis is much lower than 0.1T(C) for most of the alloys. Also, the Arrott plots near Te show a set of almost parallel isothermal lines supporting the presence of the Stoner term. Thus the present magnetization studies show convincingly a transition from the localized to the weak itinerant electron ferromagnetism in the high V (gamma greater than or equal to 12 at. %) alloys.",,,,,,,"S. Chakraborty, GD Mukherjee, KDD Rathnayaka, Donald G. Naugle and AK Majumdar. Phys.Rev.B 62 476-480 2000.""Copyright (2000) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.62.476||http://hdl.handle.net/1969.1/146786,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,AMORPHOUS-ALLOYS||DIAGRAM||Physics,,Low-temperature magnetization in Ni-rich gamma-Ni100-x-yFexVy alloys,Article,Physics and Astronomy,,,,,,Applied
4,550,f45ef23a-92d2-46de-a444-f05bbb9a6804,1969.1/93296,,,,,,"Hankiewicz, EM||Jungwirth, T.||Dietl, T.||Timm, C.||Sinova, Jairo.",2012-09-19T20:05:36Z,2012-09-19T20:05:36Z,,2004,,"We report on a study of the ac conductivity and magneto-optical properties of metallic ferromagnetic (III, Mn)V semiconductors in the infrared to visible spectrum at zero temperature. Our analysis is based on the successful kinetic exchange model for (III, Mn)V ferromagnetic semiconductors. We perform the calculations within the Kubo formalism and treat the disorder effects pertubatively within the Born approximation, valid for the metallic regime. We consider an eight-band Kohn-Luttinger model (six valence bands plus two conduction bands) as well as a ten-band model with additional dispersionless bands simulating phenomenologically the upper-mid-gap states induced by antisite and interstitial impurities. These models qualitatively account for optical-absorption experiments and predict new features in the mid-infrared Kerr angle and magnetic-circular-dichroism properties as a function of Mn concentration and free carrier density.",,,,,,,"EM Hankiewicz, T. Jungwirth, T. Dietl, C. Timm and Jairo Sinova. Phys.Rev.B 70 245211 2004.""Copyright (2004) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.70.245211||http://hdl.handle.net/1969.1/146806,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,"III-V SEMICONDUCTORS||MAGNETIC-CIRCULAR-DICHROISM||HEAVILY DOPED GAAS||LOW-TEMPERATURE||MAGNETOTRANSPORT PROPERTIES||ELECTRONIC-STRUCTURE||CURIE-TEMPERATURE||GALLIUM-ARSENIDE||GA1-XMNXAS||(GA,MN)AS||Physics",,"Optical properties of metallic (III, Mn)V ferromagnetic semiconductors in the infrared to visible range",Article,Physics and Astronomy,,,,,,Applied
4,556,172dd7e9-12fa-4bfc-8fb4-b6de9e808e5b,1969.1/93296,,,,,,"Jungwirth, T.||Masek, J.||Wang, KY||Edmonds, KW||Sawicki, M.||Polini, M.||Sinova, Jairo||MacDonald, AH||Campion, RP||Zhao, LX||Farley, NRS||Johal, TK||van der Laan, G.||Foxon, CT||Gallagher, BL.",2012-09-19T20:05:39Z,2012-09-19T20:05:39Z,,2006,,"We report on a comprehensive study of the ferromagnetic moment per Mn atom in (Ga,Mn)As ferromagnetic semiconductors. Theoretical discussion is based on microscopic calculations and on an effective model of Mn local moments antiferromagnetically coupled to valence band hole spins. The validity of the effective model over the range of doping studied is assessed by comparing with microscopic tight-binding/coherent-potential approximation calculations. Using the virtual crystal k center dot p model for hole states, we evaluate the zero-temperature mean-field contributions to the magnetization from the hole kinetic and exchange energies, and magnetization suppression due to quantum fluctuations of Mn moment orientations around their mean-field ground state values. Experimental low-temperature ferromagnetic moments per Mn are obtained by superconducting quantum interference device and x-ray magnetic circular dichroism measurements in a series of (Ga,Mn)As semiconductors with nominal Mn doping ranging from similar to 2 to 8%. Hall measurements in as-grown and annealed samples are used to estimate the number of uncompensated substitutional Mn moments. Based on our comparison between experiment and theory we conclude that all these Mn moments in high quality (Ga,Mn)As materials have nearly parallel ground state alignment.",,,,,,,"T. Jungwirth, J. Masek, KY Wang, KW Edmonds, M. Sawicki, M. Polini, Jairo Sinova, AH MacDonald, RP Campion, LX Zhao, NRS Farley, TK Johal, G. van der Laan, CT Foxon and BL Gallagher. Phys.Rev.B 73 165205 2006.""Copyright (2006) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.73.165205||http://hdl.handle.net/1969.1/146813,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,V COMPOUND SEMICONDUCTORS||QUALITY GAMNAS FILMS||ELECTRONIC-STRUCTURE||SEMIMAGNETIC SEMICONDUCTORS||TIGHT-BINDING||MODEL||IMPURITIES||ALLOYS||Physics,,"Low-temperature magnetization of (Ga,Mn) As semiconductors",Article,Physics and Astronomy,,,,,,Applied
4,562,90fbccaa-c287-4dbf-b598-aec80c412b89,1969.1/93296,,,,,,"Jerebtsov, Sergey N.||Kolomenskii, Alexandre A.||Liu, Haidong||Zhang, Hong||Ye, Zuxin||Luo, Zhiping||Wu, Wenhao||Paulus, Gerhard G.||Schuessler, Hans A.",2012-09-19T20:05:42Z,2012-09-19T20:05:42Z,,2007,,"Coherent acoustic oscillations in Bi and Ag nanowire samples were studied with a femtosecond pump-probe technique and detection of the scattered light. The observed optical and acoustic properties reflect the nanostructure of these materials. The electronic and lattice contributions to the excitation of coherent acoustic phonons are described using a two-temperature model. The excitation is performed at different laser fluences, and the high density of optically induced excitations modifies the state of the lattice. A transient state with softening of the lattice was observed in Ag nanowire samples.",,,,,,,"Sergey N. Jerebtsov, Alexandre A. Kolomenskii, Haidong Liu, Hong Zhang, Zuxin Ye, Zhiping Luo, Wenhao Wu, Gerhard G. Paulus and Hans A. Schuessler. Phys.Rev.B 76 184301 2007.""Copyright (2007) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.76.184301||http://hdl.handle.net/1969.1/146820,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,ELASTIC CONSTANTS||METAL NANOPARTICLES||LIGHT-SCATTERING||GOLD||DYNAMICS||ELECTRON||EXCITATION||PARTICLES||NANORODS||NANOCRYSTALS||Physics,,Laser-excited acoustic oscillations in silver and bismuth nanowires,Article,Physics and Astronomy,,,,,,Applied
4,580,fa691407-fcdc-4815-a635-29da76122817,1969.1/93296,,,,,,"Mishonov, TM||Pokrovsky, Valery L.||Wei, HD.",2012-09-19T20:05:36Z,2012-09-19T20:05:36Z,,2005,,"Based on weak-coupling anisotropic BCS theory, the temperature dependence of energy gap and the specific heat are evaluated for the MgB2 superconductor, and the results are compared with experimental data. We show that the weak-coupling anisotropic BCS theory describes thermodynamic experimental data with high precision, 3-6%.",,,,,,,"TM Mishonov, Valery L. Pokrovsky and HD Wei. Phys.Rev.B 71 012514 2005.""Copyright (2005) by the American Physical Society.""",,,,,http://dx.doi.org/10.1103/PhysRevB.71.012514||http://hdl.handle.net/1969.1/146807,,en,,American Physical Society,,,,,,,This work is archived in the Texas A&M Digital Repository with the express permission of the rights holder (commonly but not always the publisher). A copy of the permission document is on file with the Texas A&M University Libraries.,,ANISOTROPIC SUPERCONDUCTORS||CRITICAL-FIELD||HEAT||EXCHANGE||GAPS||Physics,,Thermodynamics of MgB2 described by the weak-coupling two-band BCS model,Article,Physics and Astronomy,,,,,,Applied
4,586,b4e1855b-6220-4bab-95a6-29a747b0018d,1969.1/93296,,,,,,"Jones, Tom Dunkley||Bown, Paul R.||Pearson, Paul N.||Wade, Bridget S.||Coxall, Helen K.||Lear, Caroline H.",2011-01-20T02:23:03Z,2011-01-20T02:23:03Z,,2008-10,,"A high-resolution record of exceptionally well preserved calcareous nannofossil assemblages from
Tanzania is marked by two key transitions closely related to the climatic events of the Eocene-Oligocene
transition (EOT). The first transition, at  34.0 Ma, precedes the first positive shift in d18O and coincides with a
distinct interval of very low nannofossil abundance and a cooling in sea surface temperatures (SST). The second,
at  33.63 Ma, is immediately above the Eocene-Oligocene boundary (EOB) and is associated with a significant
drop in nannofossil diversity. Both transitions involve significant reductions in the abundance of holococcoliths
and other oligotrophic taxa. These changes in calcareous phytoplankton assemblages indicate (1) a widespread
and significant perturbation to the low-latitude surface ocean closely tied to the EOB, (2) a potential role for
reduced carbonate primary production at the onset of global cooling, and (3) a significant increase in nutrient
availability in the low-latitude surface ocean through the EOT.",,,,,,,"Dunkley Jones, T., P. R. Bown, P. N. Pearson, B. S. Wade, H. K. Coxall, and C. H. Lear (2008), Major shifts in calcareous phytoplankton assemblages through the Eocene-Oligocene transition of Tanzania and their implications for low-latitude primary production, Paleoceanography, 23, PA4204, doi:10.1029/2008PA001640.",,,,,http://dx.doi.org/10.1029/2008PA001640||http://hdl.handle.net/1969.1/93228,,en,,American Geophysical Union,,,,,,,,,,,Major shifts in calcareous phytoplankton assemblages through the Eocene-Oligocene transition of Tanzania and their implications for low-latitude primary production,Article,Geology and Geophysics,,,,,,Applied
4,610,0c66b130-292b-4651-8542-399a12f3fa85,1969.1/93296,,,,,,"Sare, Laura||Bankston, Sarah||Tomberlin, Jeffery K.",2018-02-14T14:56:32Z,2018-02-14T14:56:32Z,,2018-02,,"The goal of this presentation is to demonstrate a model where forensic science educators can utilize resources at university libraries to promote scientific information literacy and lifelong learning strategies for their forensic science students that they can continue to use in their professional forensic careers. 

This presentation will impact the forensic science community by highlighting the benefits of forensic science faculty collaborating with subject specialist academic librarians to produce a course filling a gap in the education of future forensic science practitioners. This course facilitates the development of productive search strategies and how different types of scientific research and legal materials are relevant to various forensic science disciplines. This collaboration has demonstrated a need for promoting information literacy, specifically for open-access materials, on forensic science information to these students so that once they graduate they still can acquire the valuable information necessary for their job. As a result of this research, the researchers saw a need to expand this information literacy beyond the classroom and acquired National Institute of Justice (NIJ) funding to allow for the development of these materials as modules to be used by practitioners in crime laboratories to enhance available resources for their use.

Forensic science is a multi-faceted field including expertise from a variety of disciplines. A challenge for creating a college course to address skills to develop information literacy competencies and encourage lifelong learning for future practitioners is covering those diverse disciplines. This presentation will detail how librarians at Texas A&M University developed a junior-level forensic science seminar in collaboration with a forensic science faculty member to meet the research needs of students in the forensic sciences program. The learning outcomes of this class include teaching students to describe problem-solving principles, organize typical operational protocols, recognize the scientific basis and application of tools and techniques in forensic science, compare capabilities and limitations, and to summarize and illustrate current scientific, ethical, and legal issues. The presenters will detail the steps taken to create six separate information literacy-intensive classes, including the development of the assignments, and how feedback was provided to the students. These classes included sessions on dissecting scholarly articles and case law, as well as classroom discussions to teach students how to use the structure of research articles and case law to easily evaluate information. By creating this information literacy course, instructors were able to better prepare students for their program’s research intensive courses with the amount of detail required that cannot be covered in a traditional one hour library instruction session. Such skills will be of value when working in forensic science fields and the need arrives for locating similar resources in relation to casework. Additionally, the presentation will address issues raised in class, such as open access, database access, and evaluation of science and legal materials, which helps the students translate current school work to their future careers. To further this concept of information literacy, as previously mentioned, the researchers received NIJ funding to determine how forensic scientist locate and evaluate information and to create educational materials aimed at enhancing these skills and increase awareness of other valuable informational resources.  Locating and evaluating high-quality forensic science literature will help forensic scientists engage in quality science practices.

Results from this class, which is now in its third year of evaluation, show that students who take this preparatory course are better prepared for conducting meaningful research for their writing-intensive senior-level classes both in their abilities to find relevant materials and how to utilize and cite these materials. Graduating students who go on to graduate or law school have also reported back that taking this course gave them a foundation for which to build on in their advanced studies.","Grant funding provided by the National Institute of Justice, Office of Justice Programs, the United States Department of Justice through 2016-R2-CX-0054.
Points of view in this document are those of the authors and do not necessarily represent the official position or policies of the United States Department of Justice.",,,,,,,,,,,http://hdl.handle.net/1969.1/166145,,en_US,,,,,,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,"Information Literacy, Libraries, Forensic Science Education",,Developing an Information Literacy-Intensive Forensic Science Course,Presentation,Entomology||University Libraries,,,,,,Applied
4,616,48df15fb-aa9f-41ea-b5d8-4f51c27e1e9f,1969.1/93296,,,,,,"Clement, Gail",2014-11-18T19:03:42Z,2014-11-18T19:03:42Z,,2012-12,,"This series represents the archived postings of the Free US ETDs weblog (blog), which was published from December 2012 to July 2014.",,,,,,,,,,,,http://hdl.handle.net/1969.1/152270,,,,Texas Digital Library,,,,,false,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,Electronic Theses and Dissertations||ETDs||Open Access,FUSE Blog,"Free US ETDs: The Archived Postings from the FUSE Blog, 2012-2014",Other,University Libraries,,,,,,Applied
4,622,3c7bfea0-47bd-4f86-bd85-abf3fd1712c7,1969.1/5666||1969.1/93296,,,,,,"Alcorn, W. P.||Lee, K. A.||Ward, D. T.||Trang, J. A.||Krishnamurthy, K.||Crump, J. W.||Branham, P. A.||Woo, D. L. Y.||Ren-Jye Yu||Robbins, A. C.||Painter, John H.||Kelly, W. E. III",2010-02-16T20:53:59Z,2010-02-16T20:53:59Z,,1997-10-12,,"Increasing air traffic control (ATC) requirements raises the workload of pilots. Required tasks dictate more “head-in-the-cockpit” computation, which can easily distract a pilot from safe airplane operation. Following eight years of research, we present an on-board PC-based computational system that increases pilot situational awareness, decreases diversion to routine computations, and anticipates upcoming needs. The key to anticipatory flight management is an expert system that uses knowledge of ATC procedures, aircraft operating procedures and limitations, and aircraft performance to infer current flight operating “mode” without direct pilot intervention or input. A flight mode interpreter (FMI) enables automatic display selection, pilot advice, and warning. This paper reports the development of an FMI-based flight management system, called General Aviation Pilot Advisory and Training System (GAPATS), that is being developed jointly by Texas A&M University and Knowledge Based Systems, Inc. Software development is carried out using a fixed-base engineering flight simulator. Pilot participation in all phases of development and evaluation is the norm. Flight tests have begun on an instrumented research light twin owned by the Texas A&M University Flight Mechanics
Laboratory.",,,,,,,"Painter, J.H. ; Kelly, W.E., III. ; Trang, J.A. ; Lee, K.A. ; Branham, P.A. ; Crump, J.W. ; Ward, D.T. ; Krishnamurthy, K. ; Woo, D.L.Y. ; Alcorn, W.P. ; Robbins, A.C. ; Ren-Jye Yu (1997). Decision support for the general aviation pilot. Systems, Man, and Cybernetics, 1997. 'Computational Cybernetics and Simulation'., 1997 IEEE International Conference on, Orlando, FL, October 12-15, 2007: 88-93.",,0-7803-4053-1,,,10.1109/ICSMC.1997.625728||http://hdl.handle.net/1969.1/90468,,en_US,,IEEE,,,,,,,,,aircraft control||aerospace expert systems||microcomputer applications||decision support systems,,Decision support for the general aviation pilot,Article,Aerospace Engineering,,,,,,Applied
4,628,46a350d0-28db-4466-a52b-e4cea72e42b5,1969.1/5666||1969.1/93296,,,,,,"Painter, John H.||Tachita, R.||Ikeda, K.||Teranishi, A.||Noe, P.S.",2010-02-18T21:27:19Z,2010-02-18T21:27:19Z,,1988-11-29,,"An investigation was conducted on compact, multichannel GPS (global positioning system) receivers. The code generator and correlation equipment were simplified, attempting to avoid downgrading the properties possessed by multichannel receivers as much as possible, and the error-increasing factors caused by such modification were examined. As a means of simplifying the receiver hardware, phases with a unit of 1/8 chip were established in the code generator. Each channel was provided with a circuit for determining correlation, and the phase differences of the carrier and the code were measured by time division. It was confirmed that sufficient accuracy of measurement can be obtained even if such simplification is carried out.",,,,,,,"Tachita, R., Ikeda, K., Teranishi, A., Painter, J.H., Noe, P.S. (1988). Low cost multi-channel GPS receiver. IEEE Position Location and Navigation Symposium, 1988, Navigation into the 21st Century: 455-460.",,,,,10.1109/PLANS.1988.195518||http://hdl.handle.net/1969.1/90476,,en_US,,IEEE,,,,,,,,,codes||correlation theory||encoding||errors||radionavigation||receivers||tracking,,Low cost multi-channel GPS receiver,Article,Aerospace Engineering,,,,,,Applied
4,634,3040acaa-4f9f-4cda-b02c-6cdb8ad27519,1969.1/93296,,,,,,"Hoerling, Martin||Kumar, Arun||Dole, Randall||Nielsen-Gammon, John||Eischeid, Jon||Perlwitz, Judith||Quan, Xiao-Wei||Zhang, Tao||Pegion, Philip||Chen, Mingyue",2016-10-28T20:41:58Z,2016-10-28T20:41:58Z,,2013-04-26,,"The record-setting 2011 Texas drought/heat wave is examined to identify physical processes, underlying causes, and predictability. October 2010–September 2011 was Texas’s driest 12-month period on record. While the summer 2011 heat wave magnitude (2.9°C above the 1981–2010 mean) was larger than the previous record, events of similar or larger magnitude appear in preindustrial control runs of climate models. The principal factor contributing to the heat wave magnitude was a severe rainfall deficit during antecedent and concurrent seasons related to anomalous sea surface temperatures (SSTs) that included a La Niña event. Virtually all the precipitation deficits appear to be due to natural variability. About 0.6°C warming relative to the 1981–2010 mean is estimated to be attributable to human-induced climate change, with warming observed mainly in the past decade. Quantitative attribution of the overall human-induced contribution since preindustrial times is complicated by the lack of a detected century-scale temperature trend over Texas. Multiple factors altered the probability of climate extremes over Texas in 2011. Observed SST conditions increased the frequency of severe rainfall deficit events from 9% to 34% relative to 1981–2010, while anthropogenic forcing did not appreciably alter their frequency. Human-induced climate change increased the probability of a new temperature record from 3% during the 1981–2010 reference period to 6% in 2011, while the 2011 SSTs increased the probability from 4% to 23%. Forecasts initialized in May 2011 demonstrate predictive skill in anticipating much of the SST-enhanced risk for an extreme summer drought/heat wave over Texas.",,,,,,,"Hoerling, M., A. Kumar, R. Dole, J. W. Nielsen-Gammon, J. Eischeid, J. Perlwitz, X.-W. Quan, T. Zhang, P. Pegion, and M. Chen, 2013: Anatomy of an extreme event.  J. Climate, 26, 2811-2832, doi:10.1175/JCLI-D-12-00270.1.",10.1175/JCLI-D-12-00270.1,,,,http://hdl.handle.net/1969.1/158244,,en_US,,American Meteorological Society,,,,,,,,,drought,,Anatomy of an Extreme Event,Article,Atmospheric Sciences,,,,,,Applied
4,640,e44445c6-1c58-49bd-9166-5178d7833e67,1969.1/93296,,,,,,"Hu, Xiao-Ming||Nielsen-Gammon, John||Zhang, Fuqing",2016-10-28T20:31:07Z,2016-10-28T20:31:07Z,,2010-09-01,,"Accurate depiction of meteorological conditions, especially within the planetary boundary layer (PBL), is important for air pollution modeling, and PBL parameterization schemes play a critical role in simulating the boundary layer. This study examines the sensitivity of the performance of the Weather Research and Forecast (WRF) model to the use of three different PBL schemes [Mellor–Yamada–Janjic (MYJ), Yonsei University (YSU), and the asymmetric convective model, version 2 (ACM2)]. Comparison of surface and boundary layer observations with 92 sets of daily, 36-h high-resolution WRF simulations with different schemes over Texas in July–September 2005 shows that the simulations with the YSU and ACM2 schemes give much less bias than with the MYJ scheme. Simulations with the MYJ scheme, the only local closure scheme of the three, produced the coldest and moistest biases in the PBL. The differences among the schemes are found to be due predominantly to differences in vertical mixing strength and entrainment of air from above the PBL. A sensitivity experiment with the ACM2 scheme confirms this diagnosis.","Texas Environmental Research Consortium
Texas Commission on Environmental Quality",,,,,,"Hu, X.-M., J. W. Nielsen-Gammon, and F. Zhang, 2010: Evaluation of three planetary boundary layer schemes in the WRF model.  J. Appl. Meteor. Clim., 49, 1831-1844, doi: 10.1175/2010JAMC2432.1.",10.1175/2010JAMC2432.1,,,,http://hdl.handle.net/1969.1/158241,,en_US,,American Meteorological Society,,,,,,,,,,,Evaluation of Three Planetary Boundary Layer Schemes in the WRF Model,Article,Atmospheric Sciences,,,,,,Applied
